faust_number,isbn,book_title,book_author
47932831,,Liget i lyngen,Lars Kjædegaard
50699935,,Lasse-Leif har verdens klammeste far,Mette Finderup
51134338,,Villads fra Valby laver en film,Anne Sofie Hammer (f. 1972-02-05)
47678676,,Kobberslottet,"Lotte Hammer,Søren Hammer"
28659512,,Lasse-Leif er alene hjemme,Mette Finderup
62246847,,Fædrenes synder,Åsa Larsson
48302165,,Kræmmerfund og kærlighed,Ewa Klingberg
46408659,,Den franske gartner,Santa Montefiore
61482059,,Datteren,Annette Heick
52639158,,Hvor der er vilje,Jeffrey Archer
48232795,,Den lille cafe ved den endeløse strand,Jenny Colgan (f. 1972)
51711602,9788702133776,Ronja røverdatter,Astrid Lindgren
50618382,,Wimpy Kid. Bind 3,Jeff Kinney
27262546,,Vitello ridser en bil,
38228498,,"Tvilling, yndling, grævling",Hella Joof
61499849,,Eddie lærer alfabetet,Thomas Brunstrøm
50988058,9788711330845,Dybt at falde,Anna Grue
52195187,,Krokodillevogteren,Katrine Engberg
134784083,,Spionchefen,Lars Findsen (f. 1964-09-17)
46957083,,Nora,Merete Pryds Helle
48553133,,"De, der er elsket",Victoria Hislop
27654053,,Vitello møder Gud,
47515769,,Skæbnespillet,Jeffrey Archer
39182149,,De elskende fra Prag,Alyson Richman
62675896,,Karolines kærlighed,Kim Leine
22653164,,Mustafas kiosk,Jakob Martin Strid
46339231,9788770183253,Sådan spiller du Fortnite,Simon Randel Søndergaard
51214641,,Lasse-Leif - perlepladens forbandelse,Mette Finderup
48069584,,Vi er kortvarigt smukke her på jorden,Ocean Vuong
52590302,9788763844123,De syv søstre,Lucinda Riley
53675034,9788771771909,Kald mig prinsesse,Sara Blædel
46291433,,Dvale,Camilla Grebe
47622425,,Ikke til forhandling,Chris MacDonald (f. 1973)
62411074,,Hjerteknuseren,Anne B. Ragde
48426255,,Biavlerens datter,Santa Montefiore
47749557,,Vejrbidt,Anne Holt (f. 1958-11-16)
47683203,,Sekten på Tågeøen,Mariette Lindstein (f. 1958)
38575252,,Den lille butik med de nye begyndelser,Jenny Colgan (f. 1972)
53586910,,Gurli Gris og de gyldne gummistøvler,
47110416,,Bjergsted drømme,Jane Aamund
47193982,,Vintersøstre,Sarah Morgan (f. 1948)
46669908,,Fantastiske forskelle,Martin Handford
61359907,,Nattens børn,Camilla Läckberg
47929849,,Keto på 4 uger,Jane Faerber
51837061,,"Opfindelser, strikkede huer og en dum kat",Rasmus Bregnhøi
51562577,9788702178746,Godnat og sov godt,Kim Fupz Aakeson
51989252,,Harry Potter og de vises sten,Joanne K. Rowling
51134370,,Villads fra Valby bliver bange,Anne Sofie Hammer (f. 1972-02-05)
27415326,,Mustafas kiosk,Jakob Martin Strid
38601571,,Det kolde guld,"Cilla Börjlind,Rolf Börjlind"
52426251,,Folkets skønhed,Merete Pryds Helle
53342841,,Lasse-Leif samler på det hele,Mette Finderup
48487653,,De tavse kvinder,Karin Slaughter
47080568,,Mød mig under ombutræet,Santa Montefiore
62937106,,Jeg anerkender ikke længere jeres autoritet,Glenn Bech (f. 1991-04-08)
29256535,,Lasse-Leif - fri leg i supermarkedet,Mette Finderup
47059763,,Naja Münster - en temmelig tosset telttur,Line Kyed Knudsen
48077706,,"Naja Münster - ferie, fjender og flødeskum",Line Kyed Knudsen
135405795,,I dine sko,Jojo Moyes
61395075,,Det falske vidne,Karin Slaughter
62972254,,Enkernes land,Jeanette Varberg
38599852,,Vitello går vildt meget i skole,Kim Fupz Aakeson
48328202,,Helenes krig,Pernille Juhl (f. 1963)
52696097,9788711680292,Hvor der er vilje,Jeffrey Archer
38285068,9788740066081,Den tavse enke,Sara Blædel
47172004,,Døden på stranden,Ann Cleeves
53079288,,Faderens synder,Jeffrey Archer
62970383,9788702382082,Jeg anerkender ikke længere jeres autoritet,Glenn Bech (f. 1991-04-08)
38430661,,Hvis du vil have mig,Katrine Wessel
52079683,9788711494011,Sekten,Michael Katz Krefeld
46711009,9788763861861,Den rustne verden - flugten fra Danmark,Adam O.
134495677,,Stencirklen,Elly Griffiths
53973906,,Pas på hvad du ønsker dig,Jeffrey Archer
46360761,9788711915349,Sallys far bander (- ad helvede til),Thomas Brunstrøm
46237773,,Rige svin,Lars Kjædegaard
46024036,,Keto,Jane Faerber
52128463,9788711513590,Sapiens,Yuval Noah Harari
51063376,,Wimpy Kid. Bind 4,Jeff Kinney
38935178,,Klubben for Lykkelige Slutninger,Caroline Säfstrand (f. 1972)
24695751,,Kaptajn Underhylers eventyr,Dav Pilkey
28239106,,Vitello bygger en monsterfælde,Kim Fupz Aakeson
46276558,,En grav til to,Anne Holt (f. 1958-11-16)
61936858,9788743401827,Lydbogen der ikke ville slutte. Del 1,David Sundin
54188862,,Det andet ansigt,Mari Jungstedt
48087159,,Drengen fra Napoli,Viola Ardone (f. 1974)
51742095,,Interview,"Steinar Kvale,Svend Brinkmann"
50773973,,Vitello køber en vidunderlig julegave,Kim Fupz Aakeson
52408725,,Bedemandens datter,Sara Blædel
54224575,9788740048469,Kastanjemanden,Søren Sveistrup
47821746,,Pigen fra den franske skole,Jacob Weinreich
46867289,9788711915332,Sallys far er sygt pinlig,Thomas Brunstrøm
27487394,,Vitello bliver forretningsmand,
61894934,,Obscuritas,David Lagercrantz
62887389,9788702324662,Annas sang,Benjamin Koppel
28258216,9788711438763,Tusmørke,Stephenie Meyer
54686307,,Ar,Auður Ava Ólafsdóttir
46957164,,Timeglasset,Tracy Rees
52359716,,Når isen brister,Camilla Grebe
28645422,9788702112030,Klatremus og de andre dyr i Hakkebakkeskoven,Thorbjørn Egner
51723740,,Wimpy Kid. Bind 5,Jeff Kinney
61450041,,Pigen i violinen,Knud Romer
29299870,9788711392775,Kick off,Luigi Garlando
62873744,9788728338667,Sallys far får fodboldfeber,Thomas Brunstrøm
38289187,,Ved højlys dag,Jeffrey Archer
29990751,9788711378779,Peddersen og Findus,Sven Nordqvist
48991637,,I form med Tapiren!,Jakob Martin Strid
48121578,,Gennem glasvæggen,Henning Jensen (f. 1943)
51642899,,Alt det lys vi ikke ser,Anthony Doerr
48645518,,En fortryllende hemmelighed,Julia Quinn (f. 1970)
29795347,9788799553518,Med ilden i ryggen,Martin Petersen (f. 1950)
54189125,,Mægtigere end sværdet,Jeffrey Archer
54862199,,Gurli gris - min mor,
39472767,,Vølvens vej - Snehild,Anne-Marie Vedsø Olesen
38779362,,Ude i kulden,Linda Castillo
38808273,,Vejen til æbleriget,Anna Fredriksson (f. 1966)
62978651,,Sallys far kan godt selv,Thomas Brunstrøm
53614574,,Gurli Gris på cykeltur,
46378318,,Grib livet - slip angsten,Pia Callesen
54416199,,Gå-bogen,Bente Klarlund Pedersen
51828607,9788711449141,Før stormen,Michael Katz Krefeld
50587282,,Afsporet,Michael Katz Krefeld
39585219,,Skæbnens blå tråde,Lars Mytting
47385512,,Nattelinjen,Inger Gammelgaard Madsen
39553074,,Bogklubben ved verdens ende,Frida Skybäck (f. 1980)
48022502,,Kongetro,Tobias Bukkehave (f. 1980)
48337414,,Kender du Pippi Langstrømpe?,Astrid Lindgren
54479913,,Guds bedste børn,Morten Pape (f. 1986)
62673001,,Jeg er her jo,"Pia Møller Søe (f. 1980),Zandra Alex Berthelsen"
53681220,9788711840313,Blækhat,Sissel-Jo Gazan
62421789,9788728299142,Naja Münster - en nat i centret,Line Kyed Knudsen
48487424,,Tre kvinder,Lisa Taddeo (f. 1980)
54937156,9788702187021,"Mio, min Mio",Astrid Lindgren
53322360,9788702238570,Derfor forelsker du dig aldrig i den forkerte,Jytte Vikkelsøe
47484723,9788711915066,Naja Münster - en temmelig tosset telttur,Line Kyed Knudsen
39082772,,Damaskus,Iben Albinus (f. 1972)
50946711,9788763833493,Kenneth Bøgh Andersens Antboy - Tissemyrens bid,Kenneth Bøgh Andersen
38582216,,Rosenhavens hemmeligheder,Katrine Wessel
61514554,,Alt dette kunne du få,Josefine Klougart
54863748,,"Ét liv, én tid, ét menneske",Morten Albæk
61539093,9788758846279,Nikis juleeventyr,"Kristoffer Jacob Andersen,Niki Topgaard"
52811589,,En uskyldig familie,Katrine Marie Guldager
51121619,,Lavendelhaven,Lucinda Riley
47875161,,Gurli Gris - min bedstefar,
54690029,,Fyrtårnets hemmeligheder,Santa Montefiore
28913095,9788711413579,Protokollen,Michael Katz Krefeld
48663656,,Mit arbejde,Olga Ravn
39557398,,Kærlighedens år,Johanne Mygind
47875218,,Gurli Gris - min bedstemor,
47575486,,Wimpy Kid. Bind 14,Jeff Kinney
38565737,,Når tiden går i stå,Ninni Schulman
39055619,,For langt fra dig,Jenny Colgan (f. 1972)
38952862,,Der hvor du ikke vil hen,Astrid Saalbach
27404588,,Vitello graver et hul,
29363927,9788711394236,På eventyr med Prop & Berta,
50737241,9788702152951,Dig og mig ved daggry,"Sanne Munk Jensen,Glenn Ringtved"
47210542,9788711912508,Sallys far er langt ude i skoven,Thomas Brunstrøm
48318835,,Gaden uden navn,"Lotte Hammer,Søren Hammer"
62967366,,Ulvespring,Kerstin Ekman
53342833,,Lasse-Leif - byens bedste strømer,Mette Finderup
55112924,,Wimpy Kid. Bind 12,Jeff Kinney
54102828,,Husdyret,Camilla Grebe
134005963,,Det er de unge som forsvinder,"Lise Ringhof,Erik Valeur"
53628125,,Ilkas arv,Sara Blædel
51273710,,Savnet,Michael Katz Krefeld
52430119,,Wimpy Kid. Bind 6,Jeff Kinney
52272157,9788702178647,"Løven, heksen og garderobeskabet",C. S. Lewis
48109977,,Den fortabte datter,Jeffrey Archer
61989773,,Dagbogens hemmelighed,Frida Skybäck (f. 1980)
51980247,,Harry Potter og De Vises Sten,Joanne K. Rowling
47155339,,En uretfærdig tid,Gertrud Tinning
38939114,9788793432482,Lortedag,Annette Herzog
38248006,,Morgenstjernen,Karl Ove Knausgård
53549640,,Pagten,Michael Katz Krefeld
61499865,,Eddie skal i zoologisk have,Thomas Brunstrøm
27262481,,Vitello vil have en far,
53280838,,En velbevaret hemmelighed,Jeffrey Archer
48164048,,Nøglevidnet,Jørn Lier Horst
46299566,,Frit fald,Elsebeth Egholm
48787533,,Gurli Gris får besøg af lægen,
53746756,,Egostrik,Lene Holme Samsøe
52038006,,Verdens 100 farligste dyr,Sebastian Klein
52087546,9788711327111,Elsk dig selv og bliv elsket,Joan Ørting
27487475,,Vitello går med kniv,
48391575,9788702300352,Vitello rejser på charterferie,Kim Fupz Aakeson
61343164,,Undervejs,Margrethe II
52702178,,Wimpy Kid. Bind 7,Jeff Kinney
28659474,,Lasse-Leif vil ikke tale menneskesprog,Mette Finderup
47255759,,Miss Island,Auður Ava Ólafsdóttir
46939638,,Store børn,Elisabeth Gjerluff Nielsen
52491797,,Et lille liv,Hanya Yanagihara (f. 1974)
28279957,,Lasse-Leif og den sidste sut,Mette Finderup
52521564,,Verdens 100 mærkeligste dyr,Sebastian Klein
47109566,,Folk med angst,Fredrik Backman
48816401,,Øens hemmelighed,Guillaume Musso
46611012,,Min mors hemmeligheder,Nikola Scott
27903703,9788702051889,Emil fra Lønneberg,Astrid Lindgren
28302894,,Villads fra Valby,Anne Sofie Hammer (f. 1972-02-05)
29500762,,Findus flytter hjemmefra,Sven Nordqvist
29256527,,Lasse-Leif gider ikke lege med fætter Finn,Mette Finderup
47598044,,Penge på lommen,Asta Olivia Nordenhof (f. 1988)
53614582,,Gurli Gris på hospitalet,
52543274,,Dybet,Michael Katz Krefeld
61855084,,Under nattens stjerner,Marcia Willett
28495358,9788702106107,Vitello bygger en monsterfælde - og andre historier,Kim Fupz Aakeson
47903211,9788726330236,Stilleleg,Lone Theils
51869133,,Lasse-Leif og de hemmelige kæledyr,Mette Finderup
48628702,,Hvordan man redder en lemming,Nikoline Werdelin
25707036,,Lille frø,Jakob Martin Strid
135327204,,Havørnens skrig,Karin Smirnoff (f. 1964)
47608147,,Når det mørkner,Jørn Lier Horst
27771912,,Vitello får en klam kæreste,Kim Fupz Aakeson
39018608,,Kvinde kend din historie,Gry Jexen
51803418,9788771748918,De 5 på skatteøen,Enid Blyton
53660096,9788702229950,"Drengen der fik ting i hovedet - ""de mystiske øjne""",Kasper Hoff
54201575,,Wimpy Kid. Bind 11,Jeff Kinney
53858198,,Wimpy Kid. Bind 10,Jeff Kinney
28176481,,Vitello napper en kat,Kim Fupz Aakeson
62243775,,Tjeneren og hans søster,Dorrit Willumsen
51753887,,Midnatsrosen,Lucinda Riley
52433525,,Mimbo Jimbo finder en ven,Jakob Martin Strid
51242548,9788711385937,Sort sne falder,Michael Katz Krefeld
46862554,,Løvinden,Tom Buk-Swienty
48487335,,Snefald,Helene Tursten
53232698,,Wimpy Kid. Bind 8,Jeff Kinney
54632517,,Den lille butik med de lykkelige slutninger,Jenny Colgan (f. 1972)
62413913,,En fransk affære,Jennifer Bohnet
48486827,,Helenes befrielse,Pernille Juhl (f. 1963)
45984869,,Den skønneste chokoladebutik i Paris,Jenny Colgan (f. 1972)
62049332,,Mit navn er Jensen,Heidi Amsinck
46988493,,Fortidens mørke,Guillaume Musso
55107289,,Når krigen slutter,Bent Haller
54970021,,Kunsten at være f*cking ligeglad,Mark Manson (f. 1984)
51610334,,Pigerne fra Englandsbåden,Lone Theils
53965415,9788711800478,Lyntyven,Rick Riordan
53253733,,Wimpy Kid. Bind 9,Jeff Kinney
48369367,,Den lille café i København,Julie Caplin
29493936,,Bi på is,Randi Solvang
54970013,9788793681187,Kunsten at være f*cking ligeglad,Mark Manson (f. 1984)
48077722,,Naja Münster - det store snemonster,Line Kyed Knudsen
46107551,,Wimpy Kid. Bind 13,Jeff Kinney
62712678,,Hemmelighedernes bibliotek,Janet Skeslien Charles
48663109,,Stormvarsel,Maria Adolfsson
62619295,9788702324655,Annas sang,Benjamin Koppel
135229989,,Reserven,Harry
48455794,,Den onde søster,Karen Dionne
135639443,,Troskyldigheden selv,Lone Theils
53448097,,Viljetyven. Bog 2,Jan Kjær (f. 1971)
51606175,,Farlig fortid,Julie Hastrup
54862210,,Gurli Gris' første kæledyr,
46960165,,En utrolig venlig ven,Jeff Kinney
28460198,9788702103649,Dyrene i Hakkebakkeskoven,Thorbjørn Egner
46872304,9788711915356,Dengang Sallys far var dreng,Thomas Brunstrøm
46960181,,Mimbo Jimbos lille ABC,Jakob Martin Strid
48658539,,Størst af alt,Lone Frank
38202715,,Den sørgmodige buschauffør fra Alster,Håkan Nesser
38292773,9788726697445,Nattens udyr,Michael Katz Krefeld
38380168,9788711989203,Sallys far er en dårlig taber,Thomas Brunstrøm
54821891,,Solo,Jesper Stein
48047149,,Huset i Chelsea,Lisa Jewell
54691726,9788726048209,21 ting du bør vide om det 21. århundrede,Yuval Noah Harari
54138199,,Mercedes-snittet,Anne Mette Hancock
48616852,,Mindernes længsel,Santa Montefiore
54829574,,Ternet Ninja,Anders Matthesen
38431447,,En uundgåelig længsel,Julia Quinn (f. 1970)
54945043,,Lazarus,Lars Kepler
47588774,,Ind i den hvide nat,Jakob Melander
51567072,,Lejlighedssange,Stine Pilgaard
47186862,,Røgslør,"Jørn Lier Horst,Thomas Enger"
45947351,,Sommermørke,Stina Jackson (f. 1983)
38954334,,Adam i Paradis,Rakel Haslund-Gjerrild (f. 1988)
61539328,9788728073414,Sallys far slår til igen,Thomas Brunstrøm
47942462,,"Søde, røde sommerdrømme",Christoffer Holst (f. 1990)
52514142,9788763845632,Kaskelotternes sang,Bent Haller
62910674,,Velkommen til Evigheden,Camilla Grebe
48858392,,Lasse-Leif er med far på arbejde,Mette Finderup
53953921,,Inden vi blev jeres,Lisa Wingate
61393374,,Tågen,Ragnar Jónasson (f. 1976)
48424112,,Hævnen,Inger Wolf
46299604,,I dårligt selskab,Viveca Sten
52993644,,Ligblomsten,Anne Mette Hancock
27886310,9788702076080,Fire historier om drengen Vitello,Kim Fupz Aakeson
39246155,,Vores sommer i Provence,Jennifer Bohnet
53970370,9788763855730,Selfie Simon,Susanne Foldberg (f. 1970)
27320767,9788702048018,Albert,Ole Lund Kirkegaard
39237822,9788727001661,Sallys far bliver youtuber,Thomas Brunstrøm
48102425,,Katalog over katastrofer,Stine Askov
52045614,,Sekten,Michael Katz Krefeld
39186888,,Hannies bog,Lisa Wingate
46497643,,Sommer i det lille bageri på strandpromenaden,Jenny Colgan (f. 1972)
39471841,,Solsikkesøstrene,Martha Hall Kelly
38202707,,Kaptajn Underhyler i farver - det første eventyr,Dav Pilkey
27921116,,Vitello er bagvendt,Kim Fupz Aakeson
51869095,,Lasse-Leif og ostemadsmonstret,Mette Finderup
53830099,,Stadig mig,Jojo Moyes
39515237,,Glem mig,Alex Schulman
48858384,,Lasse-Leif - drømmen om sukkermaven,Mette Finderup
51374975,9788702173475,Mimbo Jimbo og den lange vinter,Jakob Martin Strid
38590219,,Mødrenes gade,Kristín Marja Baldursdóttir
52990343,,Mirakelmanden,Julie Hastrup
61395261,,Byen i skyerne,Anthony Doerr
51353412,,Verdens 100 vildeste dyr,Sebastian Klein
46680014,9788711918951,Krokodillevogteren,Katrine Engberg
54446039,9788740050431,Minecraft - øen,Max Brooks
38776347,,Et uforglemmeligt frieri,Julia Quinn (f. 1970)
46533712,,Døgnkioskmennesket,Sayaka Murata
54225881,,Viljetyven. Bog 3,Jan Kjær (f. 1971)
61418636,,Du kan alt. Bind 1,Christian Jungersen
48488102,,Ødemark,Stina Jackson (f. 1983)
38939955,,"Spis dig stærk, let og mæt",Anne Hjernøe
54863756,9788702265880,Klassens dronning,Sara Ejersbo
47020638,,Tyverier,Thomas Korsgaard (f. 1995)
29834504,9788711371428,Det taler vi ikke om,Anna Grue
62915773,,Ekspert i mord,Elly Griffiths
47009448,,Giften,Inger Wolf
39280167,,Manden i tre dele,Thomas Bagger (f. 1981)
62932368,,Fra i nat sover jeg på taget,Jens Christian Grøndahl
47112133,,Jeg løb mod Nilen,Alaa Al Aswany
54958897,,Ghostwriter,Steffen Jacobsen (f. 1956)
50666735,9788711358184,Sigurd fortæller godnathistorier,Sigurd Barrett
47178975,,Jul i det lille bageri på strandpromenaden,Jenny Colgan (f. 1972)
39457466,,Sange om krig og kærlighed,Santa Montefiore
27355668,9788702051896,Pippi Langstrømpe i Sydhavet,Astrid Lindgren
52433169,9788711659939,Når isen brister,Camilla Grebe
39273586,9788758845029,Niki Topgaard og vennerne - Niki og Kasper i skoven,Kristoffer Jacob Andersen
51796527,9788763841757,"Hest, hest, tiger, tiger",Mette E. Neerlin
47942381,9788702298048,Vitello begynder i skole,Kim Fupz Aakeson
54464096,9788711966358,Husdyret,Camilla Grebe
46527178,,Koldbrand,"Cilla Börjlind,Rolf Börjlind"
52228573,,Villads fra Valby,Anne Sofie Hammer (f. 1972-02-05)
48281443,9788726330960,Skytsengel,Michael Katz Krefeld
53515983,,Find Holger,Martin Handford
62715626,,Lejligheden i Paris,Kelly Bowen
38201107,,Skjult,Cara Hunter
46971582,,Tatovøren fra Auschwitz,Heather Morris
47778611,,Elskerindens skygge,Lisa Kleypas
47996155,,Invester i livet,"Pernille Wahlgren,Jane Bækgaard"
54259271,,Gurli Gris har gymnastik,
53970443,9788763846271,Villads fra Valby vasker en baby,Anne Sofie Hammer (f. 1972-02-05)
62076585,,For enden af vejen,Lars Kjædegaard
48824668,,Bare lidt til,Simona Ahrnstedt
61368442,9788728030455,Vølvens vej - Snehild,Anne-Marie Vedsø Olesen
38282808,,Søstrene fra Toscana,Lori Nelson Spielman
47366895,,Verdens 100 klammeste dyr,Sebastian Klein
48281613,,Døden er kun et øjeblik,Lisa Holmfjord
39278278,,Jeg er Sarons rose,Jakob Melander
53072747,,87 sekunder,Lone Theils
51579704,9788702179224,Bagsædehistorier,Ole Lund Kirkegaard
54240236,9788740050035,Minecraft - øen,Max Brooks
47223865,,Forbandet blod,Jakob Melander
48387861,,Dinosaurbanden - ægget,Lars Mæhle
48739849,,Jul på den lille skotske ø,Jenny Colgan (f. 1972)
28340672,9788702101003,Madicken og Junibakkens Pims,Astrid Lindgren
54945086,,Mirakelbarnet,"Lotte Hammer,Søren Hammer"
29769451,,Ko og so,Randi Solvang
62118792,,Kålhydrater,Anette Sams
54090390,,Velkommen til Floras sommerkøkken,Jenny Colgan (f. 1972)
53511333,,Da Boris fik gæslinger,Ryan T. Higgins
52944449,,Ronja røverdatter,Astrid Lindgren
27321054,9788702048025,Frode - og alle de andre,Ole Lund Kirkegaard
38857169,,Den trofaste læser,Max Seeck (f. 1985)
53335780,9788711787830,Hvor der er fugle,Maren Uthaug
52579864,9788711705421,Når voksne leger. 1,Anne Rosengård
39124432,,Hjertets boghandel,Veronica Henry
48692303,,Det Danmark du kender,Peder Frederik Jensen
47932785,,En digters død,Lars Kjædegaard
39433826,,Tirsdagsklubben,Anna Fredriksson (f. 1966)
53597351,9788711659144,Onkel Rejes sørøverhistorier,Mads Geertsen
54596308,,Tilbage til Cornwall,Marcia Willett
53825389,9788702194593,Vitello går til pigefødselsdag,Kim Fupz Aakeson
55131570,9788702269239,Vitello,
62155523,,De forviste,Christina Baker Kline (f. 1964)
29938857,,Pigen på klippen,Lucinda Riley
55157170,,Anker og råbemanden,Alberte Winding
52135028,9788702189094,Mimbo Jimbo bygger et fyrtårn,Jakob Martin Strid
46208781,9788702273625,Mugge og hans mærkelige hjerne,
27312330,9788702051902,Thomas Winding læser Pippi Langstrømpe går ombord,Astrid Lindgren
54587945,,Lupus,Jens Henrik Jensen (f. 1963)
51416163,9788702168099,Snøvsen og Eigil og katten i sækken,Benny Andersen (f. 1929)
46997298,,Fine fornemmelser,Julian Fellowes
47700736,,X måder at dø på,Stefan Ahnhem
61508384,,Efter åndemaneren,Kim Leine
134167866,,Det blæksorte hjerte,Robert Galbraith
46957024,,Sommerens hemmeligheder,Nikola Scott
61859306,,Skyggeliljen,Johanna Mo (f. 1976)
61965815,,Lovløs,"Line Holm,Stine Bolther"
50732843,9788711340547,Troldeliv - alle historier,Sissel Bøe
